,species,metabolite,activity,type
4935,Lactobacillus_buchneri,Glycerol,Consumption (import),Microbe
4936,Lactobacillus_buchneri,Glycochenodeoxycholate,Consumption (import),Microbe
4937,Lactobacillus_buchneri,Glycocholate,Consumption (import),Microbe
4938,Lactobacillus_buchneri,Glycodeoxycholate,Consumption (import),Microbe
4939,Lactobacillus_buchneri,Glycolithocholate,Consumption (import),Microbe
4940,Lactobacillus_buchneri,L-Lactate,"Consumption (import), Production (export)",Microbe
4941,Lactobacillus_buchneri,Lithocholic acid,Production (export),Microbe
4942,Lactobacillus_buchneri,Maltose,Consumption (import),Microbe
4943,Lactobacillus_buchneri,Melibiose,Consumption (import),Microbe
4944,Lactobacillus_buchneri,Pantothenic acid,Consumption (import),Microbe
4945,Lactobacillus_buchneri,Taurochenodeoxycholate,Consumption (import),Microbe
4946,Lactobacillus_buchneri,Taurocholate,Consumption (import),Microbe
4947,Lactobacillus_buchneri,Taurodeoxycholate,Consumption (import),Microbe
4948,Lactobacillus_buchneri,Taurolithocholate,Consumption (import),Microbe
4949,Lactobacillus_casei,4-Aminobenzoate,Consumption (import),Microbe
4950,Lactobacillus_casei,Acetate,Production (export),Microbe
4951,Lactobacillus_casei,Adenine,Consumption (import),Microbe
4952,Lactobacillus_casei,Biotin,Consumption (import),Microbe
4953,Lactobacillus_casei,CO2,Production (export),Microbe
4954,Lactobacillus_casei,Cellobiose,Consumption (import),Microbe
4955,Lactobacillus_casei,D-Fructose,Consumption (import),Microbe
4956,Lactobacillus_casei,D-Gluconate,Consumption (import),Microbe
4957,Lactobacillus_casei,D-Mannitol,Consumption (import),Microbe
4958,Lactobacillus_casei,D-Ribose,Consumption (import),Microbe
4959,Lactobacillus_casei,D-Sorbitol,Consumption (import),Microbe
4960,Lactobacillus_casei,D-Tagatose,Consumption (import),Microbe
4961,Lactobacillus_casei,Dextrin,Consumption (import),Microbe
4962,Lactobacillus_casei,Ethanol,Production (export),Microbe
4963,Lactobacillus_casei,FOS,Consumption (import),Microbe
4964,Lactobacillus_casei,Folic acid,"Consumption (import), Production (export)",Microbe
4965,Lactobacillus_casei,Formate,Production (export),Microbe
4966,Lactobacillus_casei,Guanine,Consumption (import),Microbe
4967,Lactobacillus_casei,Indole-3-lactic acid,Production (export),Microbe
4968,Lactobacillus_casei,L-Lactate,Production (export),Microbe
4969,Lactobacillus_casei,L-Tryptophan,Consumption (import),Microbe
4970,Lactobacillus_casei,Lactose,Consumption (import),Microbe
4971,Lactobacillus_casei,Niacin,Consumption (import),Microbe
4972,Lactobacillus_casei,Orotic acid,Consumption (import),Microbe
4973,Lactobacillus_casei,Pantothenic acid,Consumption (import),Microbe
4974,Lactobacillus_casei,Pyridoxal,Consumption (import),Microbe
4975,Lactobacillus_casei,Riboflavin,Consumption (import),Microbe
4976,Lactobacillus_casei,Sucrose,Consumption (import),Microbe
4977,Lactobacillus_casei,Thiamine,Consumption (import),Microbe
4978,Lactobacillus_casei,Thymine,Consumption (import),Microbe
4979,Lactobacillus_casei,Xanthine,Consumption (import),Microbe
4980,Lactobacillus_coleohominis,Acetate,Production (export),Microbe
4981,Lactobacillus_coleohominis,CO2,Production (export),Microbe
4982,Lactobacillus_coleohominis,D-Fructose,Consumption (import),Microbe
4983,Lactobacillus_coleohominis,D-Ribose,Consumption (import),Microbe
4984,Lactobacillus_coleohominis,Ethanol,Production (export),Microbe
4985,Lactobacillus_coleohominis,L-Lactate,Production (export),Microbe
4986,Lactobacillus_coleohominis,Pantothenic acid,Consumption (import),Microbe
4987,Lactobacillus_coryniformis,Acetate,Production (export),Microbe
4988,Lactobacillus_coryniformis,CO2,Production (export),Microbe
4989,Lactobacillus_coryniformis,D-Fructose,Consumption (import),Microbe
4990,Lactobacillus_coryniformis,D-Gluconate,Consumption (import),Microbe
4991,Lactobacillus_coryniformis,D-Mannitol,Consumption (import),Microbe
4992,Lactobacillus_coryniformis,Ethanol,Production (export),Microbe
4993,Lactobacillus_coryniformis,L-Lactate,Production (export),Microbe
4994,Lactobacillus_coryniformis,Pantothenic acid,Consumption (import),Microbe
4995,Lactobacillus_coryniformis,Sucrose,Consumption (import),Microbe
4996,Lactobacillus_crispatus,Acetate,Production (export),Microbe
4997,Lactobacillus_crispatus,CO2,Production (export),Microbe
4998,Lactobacillus_crispatus,Cellobiose,Consumption (import),Microbe
4999,Lactobacillus_crispatus,D-Fructose,Consumption (import),Microbe
5000,Lactobacillus_crispatus,D-Galactose,Consumption (import),Microbe
5001,Lactobacillus_crispatus,D-Glucose,Consumption (import),Microbe
5002,Lactobacillus_crispatus,D-Mannose,Consumption (import),Microbe
5003,Lactobacillus_crispatus,Ethanol,Production (export),Microbe
5004,Lactobacillus_crispatus,L-Lactate,Production (export),Microbe
5005,Lactobacillus_crispatus,Lactose,Consumption (import),Microbe
5006,Lactobacillus_crispatus,Maltose,Consumption (import),Microbe
5007,Lactobacillus_crispatus,Pantothenic acid,Consumption (import),Microbe
5008,Lactobacillus_crispatus,Starch,Macromolecule degradation,Microbe
5009,Lactobacillus_crispatus,Sucrose,Consumption (import),Microbe
5010,Lactobacillus_curvatus,Acetate,Production (export),Microbe
5011,Lactobacillus_curvatus,CO2,Production (export),Microbe
5012,Lactobacillus_curvatus,Cellobiose,Consumption (import),Microbe
5013,Lactobacillus_curvatus,D-Fructose,Consumption (import),Microbe
5014,Lactobacillus_curvatus,D-Ribose,Consumption (import),Microbe
5015,Lactobacillus_curvatus,Ethanol,Production (export),Microbe
5016,Lactobacillus_curvatus,L-Lactate,Production (export),Microbe
5017,Lactobacillus_curvatus,Pantothenic acid,Consumption (import),Microbe
5018,Lactobacillus_delbrueckii,Acetate,Production (export),Microbe
5019,Lactobacillus_delbrueckii,Adenosylcobalamin,Consumption (import),Microbe
5020,Lactobacillus_delbrueckii,CO2,Production (export),Microbe
5021,Lactobacillus_delbrueckii,D-Fructose,Consumption (import),Microbe
5022,Lactobacillus_delbrueckii,D-Glucose,Consumption (import),Microbe
5023,Lactobacillus_delbrueckii,D-Mannitol,Consumption (import),Microbe
5024,Lactobacillus_delbrueckii,D-Mannose,Consumption (import),Microbe
5025,Lactobacillus_delbrueckii,Ethanol,Production (export),Microbe
5026,Lactobacillus_delbrueckii,Folic acid,Consumption (import),Microbe
5027,Lactobacillus_delbrueckii,L-Lactate,Production (export),Microbe
5028,Lactobacillus_delbrueckii,Lactose,Consumption (import),Microbe
5029,Lactobacillus_delbrueckii,Niacin,Consumption (import),Microbe
5030,Lactobacillus_delbrueckii,Pantothenic acid,Consumption (import),Microbe
5031,Lactobacillus_delbrueckii,Polypeptide,Macromolecule degradation,Microbe
5032,Lactobacillus_delbrueckii,Pyridoxal,Consumption (import),Microbe
5033,Lactobacillus_delbrueckii,Riboflavin,Consumption (import),Microbe
5034,Lactobacillus_delbrueckii,Sucrose,Consumption (import),Microbe
5035,Lactobacillus_equi,Acetate,Production (export),Microbe
5036,Lactobacillus_equi,CO2,Production (export),Microbe
5037,Lactobacillus_equi,D-Fructose,Consumption (import),Microbe
5038,Lactobacillus_equi,D-Mannitol,Consumption (import),Microbe
5039,Lactobacillus_equi,Ethanol,Production (export),Microbe
5040,Lactobacillus_equi,L-Lactate,Production (export),Microbe
5041,Lactobacillus_equi,Melibiose,Consumption (import),Microbe
5042,Lactobacillus_equi,Pantothenic acid,Consumption (import),Microbe
5043,Lactobacillus_equi,Raffinose,Consumption (import),Microbe
5044,Lactobacillus_equi,Sucrose,Consumption (import),Microbe
5045,Lactobacillus_equicursoris,Acetate,Production (export),Microbe
5046,Lactobacillus_equicursoris,CO2,Production (export),Microbe
5047,Lactobacillus_equicursoris,Cellobiose,Consumption (import),Microbe
5048,Lactobacillus_equicursoris,D-Fructose,Consumption (import),Microbe
5049,Lactobacillus_equicursoris,D-Galactose,Consumption (import),Microbe
5050,Lactobacillus_equicursoris,D-Glucose,Consumption (import),Microbe
5051,Lactobacillus_equicursoris,D-Mannitol,Consumption (import),Microbe
5052,Lactobacillus_equicursoris,D-Mannose,Consumption (import),Microbe
5053,Lactobacillus_equicursoris,Ethanol,Production (export),Microbe
5054,Lactobacillus_equicursoris,L-Lactate,Production (export),Microbe
5055,Lactobacillus_equicursoris,Lactose,Consumption (import),Microbe
5056,Lactobacillus_equicursoris,Pantothenic acid,Consumption (import),Microbe
5057,Lactobacillus_equicursoris,Raffinose,Consumption (import),Microbe
5058,Lactobacillus_equicursoris,Starch,Macromolecule degradation,Microbe
5059,Lactobacillus_farciminis,Acetate,Production (export),Microbe
5060,Lactobacillus_farciminis,CO2,Production (export),Microbe
5061,Lactobacillus_farciminis,Cellobiose,Consumption (import),Microbe
5062,Lactobacillus_farciminis,D-Fructose,Consumption (import),Microbe
5063,Lactobacillus_farciminis,D-Galactose,Consumption (import),Microbe
5064,Lactobacillus_farciminis,D-Mannose,Consumption (import),Microbe
5065,Lactobacillus_farciminis,Ethanol,Production (export),Microbe
5066,Lactobacillus_farciminis,L-Lactate,Production (export),Microbe
5067,Lactobacillus_farciminis,Lactose,Consumption (import),Microbe
5068,Lactobacillus_farciminis,Maltose,Consumption (import),Microbe
5069,Lactobacillus_farciminis,Pantothenic acid,Consumption (import),Microbe
5070,Lactobacillus_farciminis,Sucrose,Consumption (import),Microbe
5071,Lactobacillus_farciminis,Trehalose,Consumption (import),Microbe
5072,Lactobacillus_fermentum,Acetate,Production (export),Microbe
5073,Lactobacillus_fermentum,CO2,Production (export),Microbe
5074,Lactobacillus_fermentum,D-Fructose,Consumption (import),Microbe
5075,Lactobacillus_fermentum,D-Galactose,Consumption (import),Microbe
5076,Lactobacillus_fermentum,D-Glucose,Consumption (import),Microbe
5077,Lactobacillus_fermentum,D-Mannitol,"Consumption (import), Production (export)",Microbe
5078,Lactobacillus_fermentum,D-Ribose,Consumption (import),Microbe
5079,Lactobacillus_fermentum,D-Tagatose,Consumption (import),Microbe
5080,Lactobacillus_fermentum,Dextrin,Consumption (import),Microbe
5081,Lactobacillus_fermentum,Ethanol,Production (export),Microbe
5082,Lactobacillus_fermentum,Folic acid,Production (export),Microbe
5083,Lactobacillus_fermentum,L-Lactate,Production (export),Microbe
5084,Lactobacillus_fermentum,Maltose,Consumption (import),Microbe
5085,Lactobacillus_fermentum,Melibiose,Consumption (import),Microbe
5086,Lactobacillus_fermentum,Niacin,Consumption (import),Microbe
5087,Lactobacillus_fermentum,Pantothenic acid,Consumption (import),Microbe
5088,Lactobacillus_fermentum,Raffinose,Consumption (import),Microbe
5089,Lactobacillus_fermentum,Riboflavin,Production (export),Microbe
5090,Lactobacillus_fermentum,Sucrose,Consumption (import),Microbe
5091,Lactobacillus_fermentum,Thiamine,Consumption (import),Microbe
5092,Lactobacillus_florum,Acetate,Production (export),Microbe
5093,Lactobacillus_florum,CO2,Production (export),Microbe
5094,Lactobacillus_florum,D-Fructose,Consumption (import),Microbe
5095,Lactobacillus_florum,D-Glucose,Consumption (import),Microbe
5096,Lactobacillus_florum,Ethanol,Production (export),Microbe
5097,Lactobacillus_florum,L-Lactate,Production (export),Microbe
5098,Lactobacillus_florum,Pantothenic acid,Consumption (import),Microbe
5099,Lactobacillus_fructivorans,Acetate,Production (export),Microbe
5100,Lactobacillus_fructivorans,CO2,Production (export),Microbe
5101,Lactobacillus_fructivorans,D-Fructose,Consumption (import),Microbe
5102,Lactobacillus_fructivorans,Ethanol,Production (export),Microbe
5103,Lactobacillus_fructivorans,L-Lactate,Production (export),Microbe
5104,Lactobacillus_fructivorans,Maltose,Consumption (import),Microbe
5105,Lactobacillus_fructivorans,Pantothenic acid,Consumption (import),Microbe
5106,Lactobacillus_fructivorans,Sucrose,Consumption (import),Microbe
5107,Lactobacillus_gasseri,Acetate,Production (export),Microbe
5108,Lactobacillus_gasseri,CO2,Production (export),Microbe
5109,Lactobacillus_gasseri,Cellobiose,Consumption (import),Microbe
5110,Lactobacillus_gasseri,Chenodeoxycholic acid,Production (export),Microbe
5111,Lactobacillus_gasseri,Cholic acid,Production (export),Microbe
5112,Lactobacillus_gasseri,D-Fructose,Consumption (import),Microbe
5113,Lactobacillus_gasseri,D-Galactose,Consumption (import),Microbe
5114,Lactobacillus_gasseri,D-Glucose,Consumption (import),Microbe
5115,Lactobacillus_gasseri,D-Mannitol,Consumption (import),Microbe
5116,Lactobacillus_gasseri,D-Mannose,Consumption (import),Microbe
5117,Lactobacillus_gasseri,Deoxycholic acid,Production (export),Microbe
5118,Lactobacillus_gasseri,Ethanol,Production (export),Microbe
5119,Lactobacillus_gasseri,Folic acid,Consumption (import),Microbe
5120,Lactobacillus_gasseri,Glycochenodeoxycholate,Consumption (import),Microbe
5121,Lactobacillus_gasseri,Glycocholate,Consumption (import),Microbe
5122,Lactobacillus_gasseri,Glycodeoxycholate,Consumption (import),Microbe
5123,Lactobacillus_gasseri,Glycolithocholate,Consumption (import),Microbe
5124,Lactobacillus_gasseri,L-Lactate,Production (export),Microbe
5125,Lactobacillus_gasseri,Lactose,Consumption (import),Microbe
5126,Lactobacillus_gasseri,Lithocholic acid,Production (export),Microbe
5127,Lactobacillus_gasseri,Maltose,Consumption (import),Microbe
5128,Lactobacillus_gasseri,Pantothenic acid,Consumption (import),Microbe
5129,Lactobacillus_gasseri,Sucrose,Consumption (import),Microbe
5130,Lactobacillus_gasseri,Tauro-b-muricholic acid,Consumption (import),Microbe
5131,Lactobacillus_gasseri,Taurochenodeoxycholate,Consumption (import),Microbe
5132,Lactobacillus_gasseri,Taurocholate,Consumption (import),Microbe
5133,Lactobacillus_gasseri,Taurodeoxycholate,Consumption (import),Microbe
5134,Lactobacillus_gasseri,Taurolithocholate,Consumption (import),Microbe
5135,Lactobacillus_gasseri,beta-Muricholic acid,Production (export),Microbe
5136,Lactobacillus_gastricus,Acetate,Production (export),Microbe
5137,Lactobacillus_gastricus,CO2,Production (export),Microbe
5138,Lactobacillus_gastricus,Cellobiose,Consumption (import),Microbe
5139,Lactobacillus_gastricus,D-Fructose,Consumption (import),Microbe
5140,Lactobacillus_gastricus,D-Galactose,Consumption (import),Microbe
5141,Lactobacillus_gastricus,D-Mannose,Consumption (import),Microbe
5142,Lactobacillus_gastricus,Ethanol,Production (export),Microbe
5143,Lactobacillus_gastricus,L-Lactate,Production (export),Microbe
5144,Lactobacillus_gastricus,Maltose,Consumption (import),Microbe
5145,Lactobacillus_gastricus,Melibiose,Consumption (import),Microbe
5146,Lactobacillus_gastricus,Pantothenic acid,Consumption (import),Microbe
5147,Lactobacillus_gastricus,Raffinose,Consumption (import),Microbe
5148,Lactobacillus_gastricus,Sucrose,Consumption (import),Microbe
5149,Lactobacillus_gastricus,Trehalose,Consumption (import),Microbe
5150,Lactobacillus_gigeriorum,Acetate,Production (export),Microbe
5151,Lactobacillus_gigeriorum,CO2,Production (export),Microbe
5152,Lactobacillus_gigeriorum,Cellobiose,Consumption (import),Microbe
5153,Lactobacillus_gigeriorum,D-Fructose,Consumption (import),Microbe
5154,Lactobacillus_gigeriorum,D-Galactose,Consumption (import),Microbe
5155,Lactobacillus_gigeriorum,D-Glucose,Consumption (import),Microbe
5156,Lactobacillus_gigeriorum,D-Mannose,Consumption (import),Microbe
5157,Lactobacillus_gigeriorum,Ethanol,Production (export),Microbe
5158,Lactobacillus_gigeriorum,L-Lactate,Production (export),Microbe
5159,Lactobacillus_gigeriorum,Maltose,Consumption (import),Microbe
5160,Lactobacillus_gigeriorum,N-Acetyl-D-Glucosamine,Consumption (import),Microbe
5161,Lactobacillus_gigeriorum,Pantothenic acid,Consumption (import),Microbe
5162,Lactobacillus_gigeriorum,Starch,Macromolecule degradation,Microbe
5163,Lactobacillus_gigeriorum,Sucrose,Consumption (import),Microbe
5164,Lactobacillus_helveticus,Acetate,Production (export),Microbe
5165,Lactobacillus_helveticus,CO2,Production (export),Microbe
5166,Lactobacillus_helveticus,D-Fructose,Consumption (import),Microbe
5167,Lactobacillus_helveticus,D-Galactose,Consumption (import),Microbe
5168,Lactobacillus_helveticus,D-Tagatose,Consumption (import),Microbe
5169,Lactobacillus_helveticus,Dextrin,Consumption (import),Microbe
5170,Lactobacillus_helveticus,Ethanol,Production (export),Microbe
5171,Lactobacillus_helveticus,FOS,Consumption (import),Microbe
5172,Lactobacillus_helveticus,L-Lactate,Production (export),Microbe
5173,Lactobacillus_helveticus,Lactose,Consumption (import),Microbe
5174,Lactobacillus_helveticus,Maltose,Consumption (import),Microbe
5175,Lactobacillus_helveticus,NH3,Consumption (import) (-),Microbe
5176,Lactobacillus_helveticus,Niacin,Consumption (import),Microbe
5177,Lactobacillus_helveticus,Pantothenic acid,Consumption (import),Microbe
5178,Lactobacillus_helveticus,Pyridoxal,"Consumption (import), Production (export)",Microbe
5179,Lactobacillus_helveticus,Riboflavin,Consumption (import),Microbe
5180,Lactobacillus_helveticus,Thiamine,Production (export),Microbe
5181,Lactobacillus_hilgardii,Acetate,Production (export),Microbe
5182,Lactobacillus_hilgardii,CO2,Production (export),Microbe
5183,Lactobacillus_hilgardii,Chenodeoxycholic acid,Production (export),Microbe
5184,Lactobacillus_hilgardii,Cholic acid,Production (export),Microbe
5185,Lactobacillus_hilgardii,D-Fructose,Consumption (import),Microbe
5186,Lactobacillus_hilgardii,D-Ribose,Consumption (import),Microbe
5187,Lactobacillus_hilgardii,D-Xylose,Consumption (import),Microbe
5188,Lactobacillus_hilgardii,Deoxycholic acid,Production (export),Microbe
5189,Lactobacillus_hilgardii,Ethanol,Production (export),Microbe
